"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Mozambique","MOZ","2016","80","42.1666666666667","63.29375","42.9","35","52.6720833333333","0.8","0","0.265","1","0.6725","0.543","0.6945","0.7225","1","0.534","0","0.182","-99","0.35","-99","0.5","1","1","1","0.5","0","0.572","0.48","0.273","0","0","0.265","1","0.857","0.8","0.714","0.364","0.5","0.8","0.8","0.333","0.625","0.4","0.6","0.5","0.889","0.667","0.778","0.5",,"1","1","1","0.67","1","0","1","0","0","0.182",,"0.5","0.5","0.5","0","1","0","0","0","1","0",,"Low income","Sub-Saharan Africa","1","27337105"
"Togo","TGO","2016","90","45.3","67.85","32.0416666666667","25","52.0383333333333","0.9","0","0.359","1","0.664333333333333","0.631166666666667","0.9445","0.597","0.666666666666667","0.466","0","0.149","-99","0.25","-99","1","1","1","1","0.5","0","0.293","0.771","0.293","0.29","0.148","0.359","1","0.857","0.889","0.667","0.273","0.5","0.8","0.8","0.462","0.625","0.6","0.8","0.5","0.889","0.444","0.75","1",,"1","1","0","1","0","0","1","0.33","0","0.149",,"0","0","1","0.5","1","0","0","0","0","0",,"Low income","Sub-Saharan Africa","1","7858289"
"Ethiopia","ETH","2016","90","40.4","70.26875","40.925","15","51.31875","0.9","0","0.212","1","0.808166666666667","0.595666666666667","0.6945","0.7155","0.5","0.934","0","0.203","-99","0.15","-99","0.5","1","1","1","1","0","0.068","0.627","0.045","0.321","0","0.212","1","0.857","0.9","0.762","0.455","0.875","1","0.933","0.385","0.556","0.6","0.6","0.5","0.889","0.556","0.875","0.5",,"1","0.5","0","1","1","0.67","1","1","0","0.203",,"0.5","0.5","0","0","0","0","0","0.5","0","0",,"Not classified","Sub-Saharan Africa","1","106718162"
"Jamaica","JAM","2016","80","5.86666666666667","62.41875","61.8416666666667","45","51.0254166666667","0.8","0","0.176","0","0.607833333333333","0.568166666666667","0.6945","0.771","0.666666666666667","0.666","1","0.141","-99","0.45","-99","0","1","1","1","1","0","0.095","0.424","0","0.361","0","0.176","0","0.714","0.778","0.85","0.455","0.25","0.6","0.867","0.417","0.375","0.4","0.6","0.75","0.889","0.667","0.875","0.5",,"1","1","0","1","0","1","1","0.33","1","0.141",,"0.5","0.5","0.5","0","1","0","1","0","1","0",,"Upper middle income","Latin America & Caribbean","1","2809915"
"Tajikistan","TJK","2016","90","12.6","56.05625","45.7916666666667","50","50.8895833333333","0.9","0","0.378","0","0.612","0.460666666666667","0.6945","0.572","0.666666666666667","0.602","0.5","0.063","-99","0.5","-99","0.5","1","1","1","1","0","0.593","0.385","0","0.446","0.467","0.378","0","0.714","0.625","0.81","0.273","0.25","1","0.8","0.231","0.333","0.4","0.5","0.5","0.889","0.444","0.7","0.5",,"1","1","0","1","0","0.67","0.67","0.67","0.5","0.063",,"0.5","1","0","1","1","0","0","0.5","1","0",,"Lower middle income","Europe & Central Asia","1","8865631"
"Botswana","BWA","2016","66.6","43.5333333333333","62.25625","50.5666666666667","30","50.59125","0.666","0","0.306","1","0.617166666666667","0.610166666666667","0.6945","0.604","0.666666666666667","0.668","0.5","0.188","-99","0.3","-99","0.5","1","0.33","1","0.5","0","0","0.8","0","0.332","0.397","0.306","1","0.571","0.7","0.762","0.545","0.125","1","0.8","0.417","0.444","0.75","0.5","0.75","0.889","0.333","0.875","0.5",,"1","1","0","0.67","1","0.33","0.67","0.67","0.5","0.188",,"0.5","0.5","0","0","1","0","0","0","1","0",,"Upper middle income","Sub-Saharan Africa","1","2234776"
"Burundi","BDI","2016","80","44.3666666666667","68.6","24.3583333333333","35","50.465","0.8","0","0.331","1","0.678833333333333","0.628666666666667","0.9375","0.628","0.333333333333333","0.466","0","0.175","-99","0.35","-99","0.5","1","1","1","0.5","0","0","0.838","0","0.817","0","0.331","1","1","0.778","0.7","0.545","0.25","0.8","0.933","0.667","0.222","0.4","0.8","0.75","0.875","0.556","0.7","1",,"1","0","0","1","0.33","0","0.67","0.33","0","0.175",,"0.5","0","0.5","0.5","1","0","0","0","1","0",,"Low income","Sub-Saharan Africa","1","11239451"
"Namibia","NAM","2016","70","43.3","70.94375","35.0916666666667","30","49.8670833333333","0.7","0","0.299","1","0.659333333333333","0.665333333333333","0.9375","0.764","0.666666666666667","0.534","0","0.203","-99","0.3","-99","0.5","1","0","1","1","0","0.19","0.868","0","0.436","0","0.299","1","0.714","0.9","0.762","0.455","0.625","0.5","0.8","0.417","0.625","0.6","0.8","0.75","0.875","0.778","0.75","1",,"1","1","0","0.67","0","1","0.67","0.33","0","0.203",,"0.5","0.5","0.5","0.5","0","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","2439213"
"Maldives","MDV","2016","70","42.5","48.9625","52.5583333333333","35","49.8041666666667","0.7","0","0.275","1","0.5585","0.45","0.375","0.5165","0.333333333333333","0.402","1","0.367","-99","0.35","-99","0","1","1","1","0.5","0","0.586","0.696","0.042","0.054","0","0.275","1","0.571","0.375","0.81","0.545","0.25","0.8","0.8","0.417","0.25","0.4","0.333","0.5","0.75","0.333","0.7","0",,"1","0","0","0.67","0","0","0.67","0.67","1","0.367",,"0.5","0","0","0.5","1","0","0.5","0","1","0",,"Upper middle income","South Asia","1","443308"
"Iran, Islamic Rep.","IRN","2016","100","8.43333333333333","51.21875","58.7416666666667","30","49.67875","1","0","0.253","0","0.563666666666667","0.481833333333333","0.4445","0.5165","0.666666666666667","0.4","1","0.283","-99","0.3","-99","1","1","1","1","1","0","0.426","0","0","0.837","0","0.253","0","0.286","0.444","0.857","0.545","0.25","1","0.933","0.333","0.625","0.333","0.167","0.5","0.889","0.333","0.7","0",,"1","1","0","1","0","1","0","0","1","0.283",,"0.5","0","0.5","0.5","1","0","0.5","0","0","0",,"Upper middle income","Middle East, North Africa, Afghanistan & Pakistan","1","83812228"
"Mali","MLI","2016","80","48.9333333333333","59.45625","45","15","49.6779166666667","0.8","0","0.468","1","0.613333333333333","0.574","0.639","0.5555","0.5","1","0","0.3","-99","0.15","-99","0","1","1","1","1","0","0.414","0.8","0.319","0.393","0.414","0.468","1","0.571","0.8","0.714","0.545","0.25","0.8","0.8","0.5","0.444","0.4","0.8","0.5","0.778","0.444","0.667","0.5",,"1","0.5","0","1","1","1","1","1","0","0.3",,"0","0","0.5","0","1","0","0","0","0","0",,"Low income","Sub-Saharan Africa","1","19191289"
"Burkina Faso","BFA","2016","70","42.0333333333333","65.8375","44.4666666666667","25","49.4675","0.7","0","0.261","1","0.649833333333333","0.594333333333333","0.9375","0.597","0.666666666666667","0.734","0","0.378","-99","0.25","-99","0","1","1","1","0.5","0","0","0.846","0","0.457","0","0.261","1","1","0.667","0.762","0.545","0.125","0.8","0.933","0.417","0.333","0.333","0.8","0.75","0.875","0.444","0.75","1",,"1","1","0","1","0.67","0.33","1","0.67","0","0.378",,"0.5","0","0.5","0.5","1","0","0","0","0","0",,"Low income","Sub-Saharan Africa","1","19334856"
"Lesotho","LSO","2016","80","43.6333333333333","50.06875","36.4916666666667","35","49.03875","0.8","0","0.309","1","0.5125","0.436","0.4445","0.7155","0.666666666666667","0.668","0","0.125","-99","0.35","-99","0","1","1","1","1","0","0.149","0.75","0.102","0.545","0","0.309","1","0.286","0.667","0.667","0.455","0.25","0.75","0.933","0.25","0.333","0.4","0.2","0.5","0.889","0.556","0.875","0",,"1","1","0","0.67","1","0.33","0.67","0.67","0","0.125",,"0.5","0","0.5","0","1","0","0","0.5","1","0",,"Lower middle income","Sub-Saharan Africa","1","2130422"
"Benin","BEN","2016","90","40.5666666666667","53.86875","38.0166666666667","20","48.4904166666667","0.9","0","0.217","1","0.603166666666667","0.494333333333333","0.389","0.628","0.666666666666667","0.666","0","0.188","-99","0.2","-99","1","1","1","1","0.5","0","0.205","0.602","0","0.224","0.054","0.217","1","0.429","0.667","0.762","0.636","0.375","0.75","0.933","0.333","0.25","0.5","0.2","0.75","0.778","0.556","0.7","0",,"1","0","1","1","0.33","0.33","1","0.67","0","0.188",,"0","0.5","0.5","0.5","0","0","0","0.5","0","0",,"Lower middle income","Sub-Saharan Africa","1","11697842"
"Nepal","NPL","2016","60","42.7666666666667","67.9","45.475","25","48.2283333333333","0.6","0","0.283","1","0.711166666666667","0.509166666666667","0.9445","0.8265","1","0.732","0","0.087","-99","0.25","-99","0","1","1","1","0","0","0.024","0.843","0","0.546","0","0.283","1","0.571","0.889","0.762","0.545","0.5","1","0.8","0.333","0.222","0.4","0.8","0.5","0.889","0.778","0.875","1",,"1","1","1","1","0.33","0.33","1","1","0","0.087",,"0.5","0","0.5","0.5","0","0","0","0","1","0",,"Lower middle income","South Asia","1","27955462"
"Nicaragua","NIC","2016","90","12.7","66.93125","41.3083333333333","30","48.1879166666667","0.9","0","0.381","0","0.666333333333333","0.613833333333333","0.6875","0.8265","0.833333333333333","0.668","0","0.151","-99","0.3","-99","0.5","1","1","1","1","0","0.286","0.742","0","0.508","0.371","0.381","0","0.857","0.667","0.81","0.364","0.5","0.8","0.8","0.583","0.5","0.5","0.8","0.5","0.875","0.778","0.875","0.5",,"0.5","1","1","1","0","0.67","0.67","1","0","0.151",,"0.5","0.5","0.5","0.5","0","0","0","0","1","0",,"Lower middle income","Latin America & Caribbean","1","6232666"
"Belize","BLZ","2016","80","9.7","56.1875","64.3916666666667","30","48.0558333333333","0.8","0","0.291","0","0.537666666666667","0.5555","0.4445","0.771","0.666666666666667","0.734","1","0.175","-99","0.3","-99","0","1","1","1","1","0","0.465","0.73","0","0.258","0","0.291","0","0.143","0.667","0.905","0.636","0.375","0.5","0.933","0.667","0.25","0.333","0.4","0.75","0.889","0.667","0.875","0",,"1","1","0","1","0","1","1","0.67","1","0.175",,"0.5","0","0.5","0","1","0","0","0","1","0",,"Upper middle income","Latin America & Caribbean","1","364705"
"Bhutan","BTN","2016","70","48.1333333333333","62.33125","37.025","20","47.4979166666667","0.7","0","0.444","1","0.678","0.553666666666667","0.6945","0.597","0.5","0.6","0","0.381","-99","0.2","-99","0.5","0","1","1","1","0","0.12","1","0.12","0.563","0.419","0.444","1","0.857","0.667","0.714","0.455","0.375","1","0.933","0.417","0.222","0.333","0.667","0.75","0.889","0.444","0.75","0.5",,"0.5","1","0","1","0","1","0.67","0.33","0","0.381",,"0.5","0","0","0","0","0","0.5","0","1","0",,"Lower middle income","South Asia","1","747866"
"Angola","AGO","2016","80","7.66666666666667","70.44375","38.8666666666667","40","47.3954166666667","0.8","0","0.23","0","0.675166666666667","0.65","0.9445","0.7155","0.666666666666667","0.8","0","0.088","-99","0.4","-99","0","1","1","1","1","0","0.078","0.615","0.078","0.376","0","0.23","0","0.714","0.778","0.714","0.545","0.5","0.8","0.933","0.417","0.5","0.5","0.8","0.75","0.889","0.556","0.875","1",,"1","0","1","1","0","1","1","1","0","0.088",,"0.5","0","1","0.5","1","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","29183070"
"Cote d'Ivoire","CIV","2016","70","41.5666666666667","71.975","36.0416666666667","15","46.9166666666667","0.7","0","0.247","1","0.812333333333333","0.6","0.6945","0.8265","0.666666666666667","0.666","0","0.109","-99","0.15","-99","0.5","1","1","1","0","0","0.024","0.686","0","0.525","0","0.247","1","0.857","0.778","0.762","0.727","0.75","1","0.933","0.667","0.5","0.4","0.6","0.5","0.889","0.778","0.875","0.5",,"1","1","0","0.67","0.33","1","1","0.33","0","0.109",,"0","0.5","0.5","0.5","0","0","0","0","0","0",,"Lower middle income","Sub-Saharan Africa","1","25989405"
"United Arab Emirates","ARE","2016","80","10.6333333333333","38.45","49.4333333333333","55","46.7033333333333","0.8","0","0.319","0","0.417666666666667","0.399333333333333","0.222","0.403","0.333333333333333","0.332","1","0.312","-99","0.55","-99","0","1","1","1","1","0","0.646","0.435","0","0.124","0.392","0.319","0","0.286","0.444","0.762","0.364","0.25","0.4","0.8","0.167","0.429","0.333","0.167","0.5","0.444","0.556","0.25","0",,"1","0","0","0.33","1","0","0.33","0","1","0.312",,"0.5","0.5","1","0.5","1","0","1","1","0","0",,"High income","Middle East, North Africa, Afghanistan & Pakistan","1","8935095"
"Gambia, The","GMB","2016","70","38.4","59.74375","39.5","25","46.52875","0.7","0","0.152","1","0.684666666666667","0.528","0.625","0.5165","1","0.4","0","0.18","-99","0.25","-99","0","1","1","1","0.5","0","0","0.46","0","0.298","0","0.152","1","0.857","0.625","0.762","0.364","0.5","1","0.933","0.385","0.25","0.5","0.6","0.5","0.75","0.333","0.7","0.5",,"1","1","1","0.67","0","0.33","1","0","0","0.18",,"0.5","0","0.5","0","0","0","0.5","0","1","0",,"Low income","Sub-Saharan Africa","1","2283769"
"Eswatini","SWZ","2016","90","2","67.35625","36.65","35","46.20125","0.9","0","0.06","0","0.680833333333333","0.5935","0.9375","0.628","1","0.466","0","0","-99","0.35","-99","0.5","1","1","1","1","0","0","0.137","0","0.137","0.024","0.06","0","0.714","0.889","0.762","0.545","0.375","0.8","0.8","0.417","0.444","0.6","0.8","0.5","0.875","0.556","0.7","1",,"1","1","1","0.67","0","0.33","1","0.33","0","0",,"0.5","0.5","1","0","0","0","0","0.5","1","0",,"Lower middle income","Sub-Saharan Africa","1","1149507"
"Sao Tome and Principe","STP","2016","60","45.7666666666667","46.825","45.3833333333333","30","45.595","0.6","0","0.373","1","0.496333333333333","0.365666666666667","0.4445","0.7155","0.333333333333333","0.266","1","0.216","-99","0.3","-99","0","1","1","1","0","0","0.55","0.526","0.287","0","0.502","0.373","1","0.286","0.5","0.762","0.455","0.375","0.6","0.8","0.25","0.111","0.333","0.2","0.5","0.889","0.556","0.875","0",,"1","0","0","0.33","0","0","1","0","1","0.216",,"0.5","0","0.5","0","1","0","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","203689"
"Sierra Leone","SLE","2016","80","42.3","57.83125","22.8083333333333","25","45.5879166666667","0.8","0","0.269","1","0.630833333333333","0.489166666666667","0.6945","0.572","0.333333333333333","0.332","0","0.247","-99","0.25","-99","0","1","1","1","1","0","0","0.8","0","0.543","0","0.269","1","0.429","0.778","0.714","0.364","0.5","1","0.8","0.385","0.25","0.4","0.6","0.5","0.889","0.444","0.7","0.5",,"1","0","0","0.33","0","0.33","1","0","0","0.247",,"0.5","0.5","0.5","0","0","0","0","0","1","0",,"Low income","Sub-Saharan Africa","1","7205328"
"Kuwait","KWT","2016","80","12.3666666666667","49.2","56.1333333333333","30","45.54","0.8","0","0.371","0","0.493","0.493","0.5","0.478","0.333333333333333","0.8","1","0.112","-99","0.3","-99","0","1","1","1","1","0","0.669","0.742","0.095","0.349","0","0.371","0","0.286","0.667","0.8","0.455","0.25","0.5","1","0.25","0.375","0.333","0.5","0.5","0.5","0.556","0.4","0.5",,"1","0","0","0.67","1","1","0.33","1","1","0.112",,"0.5","0.5","0.5","0","0","0","0.5","0","1","0",,"High income","Middle East, North Africa, Afghanistan & Pakistan","1","4004096"
"Venezuela, RB","VEN","2016","60","41.4333333333333","55.55","43.9166666666667","25","45.18","0.6","0","0.243","1","0.5295","0.527666666666667","0.6945","0.578","0.666666666666667","0.332","0.5","0.258","-99","0.25","-99","0","1","0","1","1","0","0.435","0.286","0.033","0.458","0","0.243","1","0.714","0.444","0.714","0.455","0.25","0.6","0.8","0.308","0.625","0.333","0.6","0.5","0.889","0.556","0.6","0.5",,"1","1","0","0.33","0","1","0","0.33","0.5","0.258",,"0.5","0","0","0","1","0","0","0","1","0",,"Not classified","Latin America & Caribbean","1","30765720"
"Qatar","QAT","2016","80","9.3","48.38125","56.4","30","44.81625","0.8","0","0.279","0","0.4835","0.480666666666667","0.5","0.478","0.5","0.668","1","0.088","-99","0.3","-99","0","1","1","1","1","0","0","0.933","0","0.46","0","0.279","0","0.286","0.25","0.81","0.455","0.5","0.6","0.8","0.25","0.5","0.167","0.667","0.5","0.5","0.556","0.4","0.5",,"1","0.5","0","0.67","0","1","0.67","1","1","0.088",,"0.5","0.5","0.5","0.5","0","0","0","0","1","0",,"High income","Middle East, North Africa, Afghanistan & Pakistan","1","2477113"
"Algeria","DZA","2016","80","6.5","56.39375","55.7583333333333","25","44.7304166666667","0.8","0","0.195","0","0.574666666666667","0.534666666666667","0.4445","0.739","0.833333333333333","0.334","1","0.063","-99","0.25","-99","0","1","1","1","1","0","0.054","0.704","0","0.218","0","0.195","0","0.286","0.667","0.85","0.545","0.5","0.6","0.933","0.583","0.375","0.4","0.167","0.75","0.889","0.778","0.7","0",,"1","0.5","1","0.67","0","0","1","0","1","0.063",,"0","0","0.5","0","1","0","0","0","1","0",,"Upper middle income","Middle East, North Africa, Afghanistan & Pakistan","1","40850721"
"Myanmar","MMR","2016","66.6","11.9333333333333","71.95","39.9666666666667","30","44.09","0.666","0","0.358","0","0.746833333333333","0.579166666666667","0.9445","0.8335","0.666666666666667","0.666","0","0.266","-99","0.3","-99","0","1","0.33","1","1","0","0.452","0.646","0.248","0.443","0","0.358","0","1","0.889","0.762","0.455","0.625","0.75","0.8","0.667","0.375","0.333","0.8","0.5","0.889","0.889","0.778","1",,"1","1","0","1","0","0.33","1","1","0","0.266",,"0","0.5","0","0.5","0","0","0","1","1","0",,"Lower middle income","East Asia & Pacific","1","51495696"
"Liberia","LBR","2016","90","12.4333333333333","60.50625","28.3583333333333","25","43.2595833333333","0.9","0","0.373","0","0.660166666666667","0.529166666666667","0.6945","0.578","0.333333333333333","0.598","0","0.203","-99","0.25","-99","1","1","1","1","0.5","0","0.451","0.758","0.472","0.185","0","0.373","0","0.714","0.778","0.714","0.455","0.5","0.8","0.933","0.417","0.125","0.4","0.8","0.5","0.889","0.556","0.6","0.5",,"1","0","0","1","0.33","0.33","1","0.33","0","0.203",,"0","0","0.5","0","1","0","0.5","0.5","0","0",,"Low income","Sub-Saharan Africa","1","4755608"
"Guinea","GIN","2016","80","47.1","55.81875","25.575","5","42.69875","0.8","0","0.413","1","0.591833333333333","0.437333333333333","0.6945","0.6835","0.5","0.268","0","0.255","-99","0.05","-99","0.5","1","1","1","0.5","0","0.251","0.933","0.251","0.629","0","0.413","1","0.714","0.625","0.667","0.545","0.25","0.75","0.933","0.333","0.125","0.333","0.4","0.5","0.889","0.667","0.7","0.5",,"1","0.5","0","0.67","0","0","0.67","0","0","0.255",,"0.5","0","0","0","0","0","0","0","0","0",,"Lower middle income","Sub-Saharan Africa","1","12073030"
"Saudi Arabia","SAU","2016","70","7.63333333333333","44.51875","61.3416666666667","30","42.69875","0.7","0","0.229","0","0.360166666666667","0.5215","0.5835","0.333","0.666666666666667","0.534","1","0.253","-99","0.3","-99","0","1","1","0.5","1","0","0.418","0.293","0.212","0.221","0","0.229","0","0.143","0.333","0.762","0.273","0.25","0.4","0.8","0.333","0.429","0.4","0.667","0.5","0.667","0.222","0.444","0.5",,"1","1","0","0.67","0","1","0","1","1","0.253",,"1","0.5","0.5","0","1","0","0","0","0","0",,"High income","Middle East, North Africa, Afghanistan & Pakistan","1","30954198"
"Congo, Rep.","COG","2016","90","8.7","52.39375","32.2166666666667","30","42.6620833333333","0.9","0","0.261","0","0.624333333333333","0.444666666666667","0.4445","0.54","0.666666666666667","0.332","0","0.29","-99","0.3","-99","0.5","1","1","1","1","0","0","0.777","0","0.527","0","0.261","0","0.286","0.778","0.762","0.545","0.375","1","0.933","0.385","0.25","0.4","0.2","0.5","0.889","0.444","0.636","0",,"1","1","0","0.33","0","0.33","0.67","0.33","0","0.29",,"0","0","0","0","1","0","1","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","5222536"
"Bahrain","BHR","2016","70","14.2666666666667","39.39375","48.8333333333333","40","42.49875","0.7","0","0.428","0","0.3925","0.469166666666667","0.25","0.3165","0.333333333333333","0.198","1","0.422","-99","0.4","-99","0","1","1","1","0.5","0","0.604","0.783","0.314","0.439","0","0.428","0","0","0.375","0.8","0.455","0.125","0.6","1","0.231","0.5","0.167","0.167","0.75","0.5","0.333","0.3","0",,"1","0","0","0.33","0","0.33","0","0.33","1","0.422",,"1","0.5","0.5","0.5","1","0","0","0.5","0","0",,"High income","Middle East, North Africa, Afghanistan & Pakistan","1","1423726"
"Lao PDR","LAO","2016","60","42.4333333333333","58.81875","36.2916666666667","10","41.50875","0.6","0","0.273","1","0.6765","0.440666666666667","0.6945","0.6595","0.666666666666667","0.534","0","0.251","-99","0.1","-99","0","1","1","1","0","0","0.021","0.663","0.054","0.317","0.308","0.273","1","0.714","0.625","0.8","0.545","0.375","1","0.933","0.167","0.111","0.333","0.6","0.5","0.889","0.444","0.875","0.5",,"1","1","0","1","0","0.67","0.67","0.33","0","0.251",,"0.5","0","0","0.5","0","0","0","0","0","0",,"Lower middle income","East Asia & Pacific","1","6908802"
